instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BSE_EQ|INE348L01012,540749,MASFIN,MAS FINANCIAL SERVICES LIMITED,296.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE643N01012,524752,DECIPHER,DECIPHER LABS LIMITED,16.16,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07KY6,950737,793PGCIL27,PGC79320052027PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07KZ3,950738,793PGCIL28,PGC79320052028PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08LZ5,935750,88MMFSL26,MMFSL8806626NCD,959.4,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE604O08132,975486,980DFPL27,DFPL98012327PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LK3,950750,965PGCIL25,PGC965XLV28225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LL1,950751,965PGCIL26,PGC965XLV28226PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE634B01016,524768,EMMESSA,EMMESSAR BIOTECH  NUTRITION L,39.85,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LN7,950753,965PGCIL28,PGC965XLV28228PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LO5,950754,965PGCIL29,PGC965XLV28229PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE887E01022,524774,NGLFINE,NGL FINECHEM LTD,2361.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08GH8,950763,939PFCL29,PFC93927829PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE481Y01014,540755,GICRE,GENERAL INSURANCE CORPORATION,331.8,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE334C01029,524790,EVERESTO,EVEREST ORGANICS LTD,131.05,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE403Q07EH8,939433,0KFL31,KFLZC25831NCD,1000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08AE5,950778,934HDFCB24,HDFCB934M018280824PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE818F07252,975487,889KFC30,KFC88913330PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE406A01037,524804,AUROPHARMA,AUROBINDO PHARMA LTD,1163,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE037C01010,524808,PHYTO,PHYTO CHEM INDIA LTD,39.35,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE987B01026,524816,NATCOPHARM,NATCO PHARMA LTD,1018.85,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE457C01010,524818,DYNAMIND,DYNAMIC INDUSTRIES LTD,71.38,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08LI1,950803,960MMFS24A,MMFSL96BBB3924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE305C01029,524820,PANAMAPET,PANAMA PETROCHEM LTD,333.65,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE083D01012,524824,BALPHARMA,BAL PHARMA LTD,100.45,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE532F07FJ0,939439,1045EFS34,EFSL104529434NCD,1000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE278D01018,524828,BDH,BDH INDUSTRIES LTD,337,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08CX1,959537,796REC30,REC79615630PVT,1081923,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE02YC08016,959122,14SHFL2026,SHFL1431122026PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE121H07AE0,950860,955ILFS24B,ILFS95528824PVT,1000,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|INE008A08U76,950868,927IDBI24,IDBI927I12924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08043,950871,935PNB24,PNB935XVII9924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE614X07282,936842,1052DLSL24,DLSL10526924NCD,1000.2,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07HY5,950898,1025SFL024,SFL102518924PVT,1030000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE818F07286,975491,889KFC34,KFC88913334PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE516Y07501,975468,PCHTBILL25,PCHFL3M TBIILSSPREAD 2154,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE511C08AH4,955840,115PFLPERP,PFL1150PERPETUALPVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE110L08037,950380,925RIL2024,RIL92516624PVT,999800,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296A08714,950924,1015BFL24,BFL101510419924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE549K07DR2,939459,MFCL30424,MFCL30626NCD,980,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08296,974679,774IRFC38,IRFC77415438PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B08202,959126,155SCNL26,SCNL1550311226PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE906B07HK9,959210,754NHAI30,NHAI75427130PVT,1006688,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE896W08012,955852,790IWAI27,IWAI7903327PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z281,804817,364TB270924,364TB270924,93.32,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E08037,955858,785IREDA27,IREDA7856327PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE636F07183,951024,960NEEPC24,NEEPCO960XIV11024PVT,200000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08MA6,935752,9MMFSL26,MMFSL96626NCD,1086,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE727M09083,951043,1080IFCI24,IFCI1080101024PVT,1025000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08050,951044,925PNB24,PNB925XVIII30924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07IG0,951047,1025SFL24C,SFL1025101024PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE331A07323,975496,780TRC28,TRCL780121228PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE342T07312,974405,NFLGSEC24D,NFLGSEC30524PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE114A07869,951064,9SAIL2014,SAIL9AX141024PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE432R07018,951069,1030SHFL24,SHFL1030101024PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08427,974406,786HDFC32,HDFCBL786021232PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE031A08616,958356,860HUDCL28,HUDCL860121128PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090A08QO5,951096,890IBL25A,ICICI89029925PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE537P07166,953675,865IIL26,IIL865210326PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE090A08TN1,951099,915ICICI24,ICICI9156824PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE860H07IF3,974407,795ABFL27,ABFL79531227PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08591,951115,960HDFCB24,HDFCB960SD8211024PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE721A07II6,951143,1010SFL24,SFL1010311024PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE121A07RL4,939016,CIFCZC25,CIFCLZC71225NCD,838,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07OE0,955882,789PGCIL27,PGCIL7899327PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE099J07160,951170,1050JIL17,JAYPEE1050311217PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE031A08871,974592,768HUDCO26,HUDCO76816526,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE614X07290,936844,DLSLZC24,DLSLZC6924NCD,1535,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE418E01018,504132,PERMAGN,PERMANENT MAGNETS LTD,1202.25,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE848E08151,974597,759NHPCL37,NHPCL75920237PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE918K07JD6,974410,NWFINDEX26,NWFLLEAP INDEX5626PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE375R08017,951206,888IFC27A,IFC888201027PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08033,951208,888IFC29B,IFC888201029PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08041,951209,888IFC30C,IFC888201030PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08058,951210,888IFC31D,IFC888201031PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08066,951211,888IFC32E,IFC888201032PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08025,951212,888IFC28F,IFC888201028PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08074,951213,9IFC2033G,IFC9201033PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08082,951214,9IFC2034H,IFC9201034PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE375R08108,951217,797IFC24,IFC797201024PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE202E08102,974411,779IREDA32,IREDA77971232PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08090,951242,955HDB24,HDB955151124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE153A08048,951244,824MTNL24A,MTNL824A191124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE153A08063,951246,824MTNL24C,MTNL824C191124PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE013A07I01,951248,932RCL24,RCL932201124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07IO4,951249,10SFL2024,SFL10131124PVT,850000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE526R07025,975503,1335SHFL27,SHFL1335251127PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE723X07141,974412,910TIAL30,TIAL51230PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08082,951270,955HDB2024,HDB955131124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE691I08313,951276,910LTF24,LTF910131124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE348F08043,951277,920MPFC24,MPFC920I191124PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE296A07EG2,951279,936BFL24,BFL936181124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE906B07GP0,958673,827NHAI29,NHAI82728329PVT,1070334,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08AH8,955902,795REC27,REC79512327PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE153A08071,951289,829MTNL24,MTNL829281124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE457A08126,974413,8BOM32,BOM80071232PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08LJ9,951304,950MMFSL24,MMFSL95CCC151124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07IR7,951306,990SFL24,SFL990281124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE651J07622,936224,975JMFCS28,JMFCSL9757628NCD,1075,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE501X07414,974414,10AFP24,AFPL105624PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804I07YF6,951325,1050ECL24,ECL105011224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE238A08351,951336,885ABL24,AXIS885S151224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F08774,955912,804NABAR32,NABARD804150332PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE848E08169,974598,759NHPCL36,NHPCL75920236PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F08DT8,974415,750NABAR25,NBARD750171225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07IT3,951355,980SFL24,SFL980281124PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE098F01031,590006,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD,753.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08GU1,951366,848PFCL24C,PFC848124C91224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE651J07630,936226,934JMFCS28,JMFCSL9347628NCD,985,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE220H09113,951381,913HPSEB24,HPSEBL913V31214PVT,400000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE220B08092,974416,KPILREP25A,KPILREPO RATE91225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07KT2,951398,895MMFSL24,MMFSL895131224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE530L07350,958668,1028NIDO29,NIDO102818329PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08CV8,950461,895PFCL25,PFC89530325PVT,1053759,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE651A08033,951410,855SBI24,SBI855171224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08880,951412,857REC2024,REC857211224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08CY2,950462,870PFCL25,PFC87014525PVT,1074962,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE836B07675,974417,1215SCNL27,SCNL1215121227PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08DA0,950463,875PFCL25,PFC87515625PVT,1069905,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08DI3,950464,905PFCL25,PFC905151225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE432R08057,974636,91SHFL33,SHFL911333PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891F08018,951431,9RRVPN2026,RRVUN9I24122026PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE146O08217,973327,970HLFL27,HLFL97019127PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08FO6,950469,890PFCL28,PFC89018328PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE515Q08176,958662,1145AFPL25,AFPL114520325PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE188A01015,590024,FACT,FERTILIZERS  CHEMICALS TRAVAN,691.9,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE802J07019,974419,880GMRHI32,GMRIAL88050131232PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08DB8,950473,885PFCL30,PFC88515630PVT,1132800,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804I07YP5,951482,1040ECL24,ECL1040241224PVT,2500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08GV9,951486,865PFCL24,PFC865125281224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07NU1,936230,903SFL28,SFL90312728NCD,1020,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE028A08190,959144,74BOB30,BOB74403012030PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08GW7,951502,865PFCL25,PFC8651264125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE238A08484,974420,788ABL32,ABL788131232PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE340M08137,951507,920TGDCL24,TGDCL920181224PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE147A01011,590030,SPIC,SOUTHERN PETROCHEMICALS LTD,78.72,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LQ0,951511,93PGCIL24,PGCIL9304924PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LR8,951512,93PGCIL29,PGCIL934929PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LY4,951520,893PGCIL24,PGCIL893201024PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07LZ1,951521,893PGCIL25,PGCIL893201025PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MA2,951522,893PGCIL26,PGCIL893201026PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MB0,951523,893PGCIL27,PGCIL893201027PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MC8,951524,893PGCIL28,PGCIL893201028PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MD6,951525,893PGCIL29,PGCIL893201029PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE366T07113,974421,122902LP25,LMPL122902121225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE871D07NK9,951537,9ILFS2024,ILFS9291224PVT,1000,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|IN001227C049,800362,GS12DEC27C,GS12DEC27C,68.48,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE110L08060,951556,9RIL25,RIL921125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E07323,950487,738PFCL27A,PFC738291127PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE377Y07391,974422,783BHFL25,BHFL783121225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN1020210200,810753,714APSDL36,714APSDL36,95,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08LM3,952600,9MMFSL25A,MMFSL914825PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE572F09202,951589,865RRVPN27,RRVPN8655127PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E07380,950492,846PFCL28,846PFC28,1149954.93,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07KW6,951594,879MMFSL25,MMFSL87923125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08682,951597,84HDFCB25,HDFCB84023125PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE691I08321,951599,875LTF25,LTF87517125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE008A08U92,951600,8725IDBI25,IDBI872521125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804L01022,543427,MEDPLUS,MEDPLUS HEALTH SERVICES LIMITE,676.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE539K08120,951612,1020HDFCPE,CFS1050PERPETUAL,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE04VS07321,975515,990OFSL027,OFSL99015227,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE623B07842,955958,960FEL25A,FEL96019325PVT,650000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE871D07NL7,951623,872ILFS25,ILFS87221125PVT,1000,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|INE134E08LW7,974424,758PFCL33,PFC75815533PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E07232,950498,872PFCL22,PFC87230327PVT,5450,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE871D07NM5,951634,875ILFS25,ILFS87523125PVT,1000,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|INE537P07042,951646,845IIL25B,INDIAINFRA8454225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08906,951647,827REC25,REC8276225PVT,1050000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08LK7,951650,918MMFSL25,MMFSL91831125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE235P07043,951651,849LTF25,LTF84928125PVT,2500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE235P07050,951653,851LTF30,LTF85128130PVT,2500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE084S08013,951654,12VRDP35,VRDPL123235PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE115G01015,540904,TIRUFOAM,TIRUPATI FOAM LIMITED,81.9,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07NX5,936236,94SFL28,SFL94012728NCD,1092,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MG9,951677,820PGCIL25,PGCIL82023125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E07MH7,951678,820PGCIL30,PGCIL82023130PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE238A08369,951679,845ABL25,AXIS84512225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804I08643,951680,1125ECL25,ECL11253525PVT,1040000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE916DA7SA6,974426,78KMPL25,KMPL78121225VPT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08068,951688,823PNB25,PNB8239225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE530L08010,951689,1125NIDO25,NIDO11253525PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08076,951695,915PNBPER,PNB915PERPETUALPVT,1017005,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE683A08044,958670,1175SIBL29,SIBL117526629PVT,104600,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z273,804814,364TB190924,364TB190924,93.41,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804I07ZE6,951709,1010ECL25,ECL101014225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08914,951710,835REC25,REC83522225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE528G08279,951713,885YES25,YESBANK88524225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE027E07AN7,936578,87LTF27,LTF8715427NCD,1030,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08575,951718,865HDFCB25,HDFCB86524225PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE547E01014,590065,IMPAL,INDIA MOTOR PARTS  ACCESSORIE,994.4,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE691I08339,951720,875LTF25A,LTF87518225PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07839,937329,MMFLZC25D,MMFLZC23125NCD,1350,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08518,951729,845HDFCB25,HDFCB84525225PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE040A08906,959152,75HDFCB25,HDFCB7508125PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08EC1,974428,753REC33,RECL75331333PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE874F01027,590070,RADAAN,RADAAN MEDIAWORKS I LTD,1.69,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08534,951756,843HDFCB25,HDFCB8434325PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE091D11089,972366,PIDBSTRP25,PIDBSTRPPH27122025PVT,174115,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F08BV8,959153,757NABAR35,NABARD7573135PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE094A08143,974429,754HPCL33,HPCL75415433PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07LB8,951778,870MMFSL25,MMFSL87010325PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE763G14TK4,726609,ISL050324,ISL3924CP,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07847,937331,105MMFL25C,MMFL105211125NCD,991,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08IX1,955986,775PFCL27,PFC775220327PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE683C01011,590078,MAITHANALL,MAITHAN ALLOYS LTD,1261.9,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08GY3,951799,820PFCL25,PFC82010325PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08213,974430,747IRFC33,IRFC74715433PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE128M14803,726613,LTMR4324,LTMRHL24524CP,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE929O14BN7,726615,RRVL4324,RRVL3624CP,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE013A08366,951822,965RCL2025,RCL96518325PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08567,955992,1108HDFC27,HDFCB1108270327PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08CI2,959155,789REC30,RECL78931330PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08435,974431,784HDFC32,HDFC78416122032PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE338I14GX1,726619,MOFSL4324,MOFSL3624CP,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE101Q07854,937333,MMFLZC27C,MMFLZC231227NCD,1193.4,,,0.01,1,EQUITY,,BSE_EQ
